,tweet,predict_sentiment
195,cagub pramono anung amp cawagub rano karno silaturahmi warga rw  ancol barat gedung olahraga ancol barat jakarta utara serap aspirasi masyarakat kait isu lingkung warga jakartamenyala pramdoelmenang kagakpakeribetdah http,neutral
196,pramono komitmen kuat daya masyarakat ormas jakartamenyala pramono anung ormas jakarta dana hibah http,positive
197,keren ay lop yu pul mas pram amp lugas pramono anung gubernur adil amp pimpin golong pilih kasih suerrr kali cagub yg berani ngomong jakartamenyala prakaruntukjakarta http,positive
198,calon gubernur pramono anung silaturahmi kantor majelis ulama indonesia mud jakarta islamic center  tugu utara koja jakarta utara jumat  jakartamenyala prakaruntukjakarta  ahmed al kaf fifa nunes istana garuda mulyono http,neutral
199,pramono anung sosok visioner paham tantang jakarta jakartamenyala pramono paralel program work from everywheretransportasi publik gratis http,neutral
200,pram n bang rano dgn wacana program transportasi publik gratis yg untuk  kategori lansia n pegang kartu pra sejahtera yuk cari tau  kategori lainny jakartamenyala prakaruntukjakarta nurul ahmed al kaf sandra dewi fifa qatar http,neutral
201,pagi gaes ngingetin sore dialog diaspora ntt paslon nomor  mas pram bang doel yok gasskeun jakartamenyala prakaruntukjakarta http,neutral
202,cagub pramono amp calon wakil gubernur rano karno silaturahmi warga rw  ancol barat gedung olahraga ancol barat jakarta utara sabtu  temu pasang mas pram amp bang doel serap aspirasi masyarakat jakartamenyala prakaruntukjakarta http,neutral
203,pramono anung contoh pimpin utama penting publik jakartamenyala pramono anung sinergi ulama pimpin kunci maju jakarta http,positive
204,bang doel silpa apbd jakarta capai  triliun manfaat bangun sejahtera masyarakat jakarta jakartamenyala pramdoelmenang http,positive
205,rp  miliar mubazir tang ridwan kamil kait mangkrak nya proyek urai macet lahh kek gitu mo pimpin jakarta mo cari untung nih apbd jakarta nurul sus jgn pilih bobotoh tulen dukung persib ya jakartamenyala met wiken lur http,neutral
206,bang foke ajak masyarakat jakarta dukung program lanjut mas pram bang doel jakartamenyala pramdoelmenang kagakpakeribetdah http,positive
207,mas pram komitmen atur daerah tingkat dana pondok pesantren jakarta didik pondok pesantren jamin sejahtera guru perhati jakartamenyala pramdoelmenang kagakpakeribetdah http,neutral
208,calon gubernur jakarta pramono anung tata dagang kaki pkl kawasan kota tua jakarta kelola pkl alami usir jakartamenyala http,neutral
209,cagun cawagub pramono anung amp rano karno silaturahmi dg warga rw  ancol barat gedung olahraga ancol barat jakut sabtu  serap aspirasi masyarakat kait isu lingkung warga jakartamenyala  ahmed al kaf fifa nunes mulyono http,neutral
210,pram amp bang rano unjung warga rw  ancol barat gor ancol barat jakarta utara sabtu  pram amp bang rano serap aspirasi masyarakat kait isu wilayah yg kunjung jakartamenyala prakaruntukjakarta sandra dewi ahmed al kaf nurul http,neutral
211,cagub pramono anung amp cawagub rano karno silaturahmi warga rw  ancol barat gedung olahraga ancol barat jakarta utara sabtu  temu pasang mas pram amp bang doel serap aspirasi masyarakat jakartamenyala prakaruntukjakarta http,neutral
212,user user user user user user user user user user pilih no biar jakartamenyala ,negative
213,akhir pekan ceria cagub cawagub pramonorano awal kampanye silaturahmi jakarta utara tepat gedung olahraga ancol barat mas pram bang doel diskus ringan serap aspirasi warga jakartamenyala prakaruntukjakarta http,neutral
214,pegang kjap gratis masuk ancol mas pram user didik coblos nomer tuk wujud program jakartamenyala http,neutral
215,user nyala kakak ku jakartamenyala ,negative
216,mas pram user pimpin semenjak muda semenjak kuliah itb bandung dukung mas prambang doel pramonoanung itb anakitbpastipilihpram aktivismahasiswa masprambangdoel jakartamenyala http,positive
217, klean pingin gak drama macetmacetan jakarta nih program jakarta gerak paslon nomor mas pram bang doel transportasi publik diupgrade abisabisan mantap salam jari jakartamenyala prakaruntukjakarta http,positive
218,data kjp reformasi mas pram  warga bogor kjp jakarta nggak bener jakartamenyala http http,negative
219,wadow bijimane masak kopi gratis doank kang emil aya aya waelah jakartamenyala http,neutral
220,diskon  persen staycation harga rp ribu oyo  aliyah syariah jakarta booking habis hotelmurah jakartamenyala http,neutral
221,masyaallahh mas pram user dana pondok pesantren lupa dukung yee coblos nomer  jakartamenyala http,neutral
222,pilih mas user kenang warga gubernur yg letak yg hidup demokrasi adil agama diskriminasi minoritas nyala jakartamenyala prakaruntukjakarta http,positive
223,pimpin semenjak muda semenjak kuliah itb bandung pramonoanung itb anakitbpastipilihpram aktivismahasiswa masprambangdoel jakartamenyala http,positive
224,     deklarasi fbr dukung  mas pram bang doel ahad pon  oktober  jam  wib selesai gardu  fbr korwil jakarta selatan jakartamenyala prakaruntukjakarta http,neutral
225, polusi udara kurang  macet perna solusi urai  tingkat stres turun bijak sambut positif penting jakartamenyala,neutral
226,imbas macet jakarta perna selesai muncul solusi baik gratis jenis transportasi ada untung   tekan biaya keluar hari  capek pulang kerja jakartamenyala http,neutral
227,nyala abang jakartamenyala padoelutkjakarta,neutral
228,cerdas pinter nih mas user bang doel jakartamenyala bahrain pramdoelmenang http,positive
229,user user user kawan abah dukung arah mas pram bang doel krn program manusiawi bumi jakartamenyala,negative
230,mas pram bang doel silaturahmi warga rw  ancol barat gedung olahraga temu pasang mas pram amp bang doel serap aspirasi masyarakat kait isu lingkung warga jakartamenyala prakaruntukjakarta prakar http,positive
231,kemanamana dijakarta gratis mantul emang program mas pram bang doel  optimis jakartamenyala http,neutral
232,mas pram komitmen atur daerah tingkat dana pondok pesantren jakarta langkah didik pondok pesantren jamin sejahtera guru perhati baikjakartamenyala http,neutral
233,bang foke ajak masyarakat jakarta dukung program lanjut mas pram bang doel jakartamenyala pramdoelmenang http,positive
234,kemanamana gratis tis pilih mas pramono bang rano karno pimpin jakarta prakaruntukjakarta mas pramono  bang rano jakartamenyala  sarap titans babel bahrain arab wasit ahmed al kaf http,positive
235,prakaruntukjakarta kemanamana wilayah jakarta gratis dg transportasi publik mantap tho enak tho gin bikin jakartamenyala user user  mulyono mahasiswa stikes graha medika http,negative
236,sosok pimpin adil agama user gimana coblos no  jakartamenyala prakaruntukjakarta http,positive
237, kerja keras dengar dengar orang butuh berani ubah langkah dengar ubah mantap mas pram jakartamenyala http,negative
238, golong gratis akses bus transjakarta mas pram ingin luas gratis lingkup transjakarta sampai lrt dan mrt mas pram bang doel usaha keras rencana wujud jakartamenyala http,neutral
239,betawi nyala tanggal  forum betawi rempug laksana deklarasi dukung mas pram bang doel jakartamenyala prakaruntukjakarta fifa bahrain king indo sma  http,positive
240,mas pram terima ketua mui jakarta kh muhammad faiz syukron makmun sekretaris mui jakarta kh auzai mahfudz urus mui jakarta jakartamenyala http,negative
241,user toleransi jakartamenyala ,negative
242,pramono anung tani putri sempat saksi pentas drama musikal polarisasi taman ismail marjuki kamis  jakartamenyala http,negative
243,tuuuh bukti mas pram user erti jakarta yuuk support dukung pramdoel utk jakarta lha drpd yg sonoh ngasih solusi mobil curhat ac halte sm kopi sachet jakartamenyala prakaruntukjakarta pramdoelmenang http,neutral
244,bang doel silpa apbd jakarta capai  triliun manfaat bangun sejahtera masyarakat jakarta jakartamenyala pramdoelmenang kagakpakeribet http,positive
245,program keren dr perintah tahan kembang jaki g dah tu ganti aplikasi pramdoelmenang jakartamenyala http,neutral
246,mantep nih program mas pram bang doel biar jakarta gak macet  krja dikntr  kerja sip biar jakartamenyala  http,neutral
247,pimpin adil agama jakarta persekusi ibadah bangun ibadah sulit jakartamenyala agama prakaruntukjakarta  sandra dewi ahmed al kaf witan muh nurul andre garfield http,positive
248,user user mas pramono anung bang rano karno pas pimpin jakarta pilih nomer  bikin jakartamenyala,neutral
249,enak banget warga jakarta mana gratis warga jakarta masuk  kategori lansia ringan beban warga jakarta bijak harap kurang macet jakartamenyala prakaruntukjakarta http,positive
250,user user nyala kakak ku jakartamenyala,negative
251,bijak solusi benah sistem transportasi jakarta atas macet dgn guna apbd dki yg efektif hasil manfaat penting warga jabodetabek user nyok pilih nomer  yg bikin jakartamenyala http,positive
252,user user prinsip adil nyata omong amp wajib laksana nilai nilai kapasitas karakter pimpin bumi milik mas pramono anung amp milik calon nya pilih nomer  ya jakartamenyala,positive
253,user mantab mas pram pimpin adil golong agama lapis jakartamenyala ,positive
254,kurang butuh pergi kantor program kontribusi kurang emisi karbon jakartamenyala program work from anywhere pramono anung nilai strategis laksana jakarta http,neutral
255,momen calon gubernur jakarta pramono anung silaturahmi kantor majelis ulama indonesia mui jakarta islamic center tugu utara koja jakarta utara salam jari jakartamenyala prakaruntukjakarta http,neutral
256,rencana naturalisasi lahan visi jangka pramono atas banjir lanjut jakartamenyala pramono naturalisasi  lahan antisipasi banjir cipinang http,negative
257,pimpin adil agama pramono anung figur pimpin jakarta salam jari jakartamenyala prakaruntukjakarta http,positive
258,macet sakit jakarta ga sulit hindar mas user bang user solusi nih teman simak ya prakaruntukjakarta jakartamenyala http,negative
259,user deuuh ceu atalia mah sok aya aya wae orang sejakarta klu si akang orang sunda mah keun bae nu mah bener mimpin jakarta na ari parantos kieu mah warga dki rame rame pilih bang doel jakartamenyala,negative
260,yuuukk saksi polemik trijaya dgn tema cerita pilkada dki sabtu  oktober      wib saksi live streamingnya http cc user user user jakartamenyala padoelutkjakarta http,neutral
261,putus pramono pimpin bijak pikir jakartamenyala pramono anung politik identitas pilkada jakarta  http,positive
262, klean pingin kemanamana gratis jakarta salam jari nomor   lewatin stop nomor  pasti coblos pramono anungrano karno jakartamenyala prakaruntukjakarta http,neutral
263,bikin halte jakarta pake ac halte bandung aja juara lantar jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
264,fixxx  jakarta anti macet tang mas pram bang doel jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
265,mas pram bang doel gagas huni tingkat multi fungsi jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
266,jakarta mana gratis transportasi publik gratis  jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
267,asyik work form anywhere kantor  jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
268,calon gubernur pramono anung acara ngopi bareng mas pram deloret cafe amp resto antasari jakarta selatan jumat  komunitas lintas profesi agama organisasi masyarakat jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
269,mas pram salam imam masjid nabawi madinah syekh ahmad bin ali alhudzaifi tengah duta saudi arabia indonesia he mr faisal bin abdullah h amodi jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
270,mas pram bang doel naikkab gaji guru honorer  janji politik jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
271,cagub mas pram ibadah sholat jumat masjid istiqlal jumat  temu ignatius suharyo jajar kardinal indonesia uskup agung jakarta jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
272,cagub mas pram acara ngopi bareng mas pram deloret cafe amp resto antasari jaksel jumat  komunitas lintas profesi agama organisasi masyarakat hadir temu jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
273,mas pram salam imam masjid nabawi madinah syekh ahmad bin ali alhudzaifi tengah dubes saudi arabia indonesia he mr faisal bin abdullah h amodi jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
274, lagu jakarta bikin hari nyala jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
275,sabtu  oktober  jam selesai town hall meeting jakarta nyala indoor velodrome rawamangunjakarta timur dengar ide brilian mas pram bang doel yuk jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
276,mas pram hadir temu komunitas gera mahasiswa kristen indonesia medan yayasan komunikasi indonesia matraman jakarta jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
277,mas pram bang doel nyiapin program jakarta neng transportasi publik dibandingin kendara pribadi jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
278,mas pram hadir temu komunitas gera mahasiswa kristen indonesia gmki yayasan komunikasi matraman jakarta jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
279,mas pram kunjung kawasan cipinang melayu jakarta timur tinjau kali sunter jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
280,mas pram bang doel siap  konseling bantu warga jakarta keren banget jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,positive
281,paslon nomor urut  komitmen wujud baik jakarta  jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
282,alas mas prambang doel pimpin jakarta ya gaesss jakartamenyala ahmed al kaf fifa sumuk muh sandra dewi war is over http,neutral
283,janji pramono tingkat aman peluk agama jakarta jakartamenyala pramono janji lindung kelompok agama aksi intoleran http,positive
284,mas pram acara ngopi bareng mas pram deloret cafe amp resto antasari komunitas lintas profesi agama organisasi masyarakat hadir temu bincang lgsg pramono anung  jakartamenyala prakaruntukjakarta fifa king indo sma  http,neutral
285,mas pram hadir temu komunitas gmki medan yayasan komunikasi indonesia matraman kota jakarta timur jumat  temu isi diskusi tema jakarta jakartamenyala prakaruntukjakarta fifa king indo sma  http,neutral
286,salam dgn imam masjid nabawi madinah syekh ahmad bin ali alhudzaifi tengah dubes saudi arabia utk indonesia http faisal bin abdullah h amodi samping syekh alhudzaifi imam masjid istiqlal kh nasarudin umar jakartamenyala fifa sma  http,positive
287,bukti pramono milik visi berteletele beres masyarakat jakartamenyala pramono janji baik data kjp http via user,positive
288,pramono anung politik agama politik identitas kampanye pilih gubernur jakarta  jakartamenyala prakaruntukjakarta http,neutral
289,pramono anung janji baik sistem data kartu jakarta pintar kjp pilih pimpin jakarta sampai respons banyak keluh warga kait kjp jakartamenyala prakaruntukjakarta http,positive
290,pramono anung selesai masalah banjir kerap landa kawasan cipinang melayu jakarta timur pramono sebut kawasan cipinang melayu banjir akibat banjir kirim banjir lokal jakartamenyala prakaruntukjakarta http,neutral
291,mas pram amanah jamin dana abadi seni jakarta fund seniman kelas user user aamiin jakartamenyala prakaruntukjakarta http,neutral
292,yukk olahraga semangat sehat jakartamenyala prakaruntukjakarta http,positive
293,iya dah iya gitu kang ridwan kamil emang warga jakarta nyari adem desakdesakan mah bodo amet rubuhrubuh tuh halte pokok kang ridwan kamil is the best is the best buangbuang apbd fix realistis jakartamenyala http,positive
294,udahlah jakarta butuh prakar atas pimpin yg ngasih solusi relevan mas pram user bang doel nomor  bikin jakartamenyala  komeng  om  war is over  witan  madrid  king indo  muh  http,neutral
295,mas pram ame bang doel emang paham paham olah apbd sasar manfaat jakartamenyala http,neutral
296,program work from anywhere pramono anung nilai strategis laksana jakarta jakartamenyala http,positive
297,jakartamenyala nyala jakarta ,positive
298,riah seru jakartamenyala,positive
299, gaubernur wajib hukum jaga buka preambul undangundang dasar  anut tara agama republik mas pram user janji adil agama nyala mas ku jakartamenyala http,negative
300,mas pram shalat masjid istiqlal silaturahmi jajar urus masjid istiqlal jajar kardinal uskup indonesia jakartamenyala http,neutral
301,pramono anung kesal nonton bahrain vs indonesia calon gubernur dki jakarta pramono anung aku kesal tonton tanding sepak bola bahrain vs indonesia putar tiga kualifikasi piala dunia  grup c jakartamenyala http,positive
302,rano karno janji mekar wilayah layan administrasi calon wakil gubernur pilkada dki  nomor urut  rano karno bang doel janji mekar wilayah kabupaten kota perata layan administrasi jakarta jakartamenyala http,neutral
303,polemik tim pramono anung jakproseniman duduk jakarta  calon gubernur jakarta nomor urut  pramono anung sempat saksi pentas drama musikal polarisasi taman ismail marzuki tim kamis  jakartamenyala http,positive
304,pramono janji bikin gedung multifungsi buka lapang kerja calon gubernur dki jakarta nomor urut  pramono anung janji diri gedung fungsi didik huni jakartamenyala http,positive
305,alas mas user bang user paslon nomor urut  pimpin jakarta jujur nih yaa yg ngerasa balik say good bye ndak baper lho jakartamenyala pramdoelmenang prakaruntukjakarta http,negative
306,user user user user user user user user user user mas pram bang doel jakartamenyala ,negative
307,perhati rptra pramono anung upaya bangun lingkung sehat aman anakanak jakartamenyala http,positive
308,mas pram bang doel ni mas pram hadir temu diskus gmki gera mahasiswa kristen indonesia medan matraman jakartamenyala prakaruntukjakarta fifa muh bahrain wasit afcmafia http,neutral
309,wuihh da lopez saudara rapat mas pram keren coyyy jakartamenyala,negative
310,mas pram bang doel tekad pimpin jakarta tuk umat gak ragu gak ribet enak banget kaan jakartamenyala prakaruntukjakarta fifa muh bahrain wasit afcmafia http,positive
311,yg gubernurpemimpin wajib hukum jaga uud yg anut tara adil agama negeri titik  jakartamenyala prakaruntukjakarta http,neutral
312,bukti pramono anung milik visi baik kondisi hidup warga kawasan padat duduk jakartamenyala http,positive
313,pergi kerja kuliah sekolah aja gratis laku kalo mas pram  bang soel pilih jakarta jakartamenyala http,neutral
314,enak banget kaan warga jakarta transportasi gratis warga jakarta yg angkut macet bs atas jakartamenyala prakaruntukjakarta fifa muh bahrain wasit afcmafia http,negative
315,jakartamenyala selamat sore jelang maghrib sobatnkri user user user user user user user user user user user user user user user user user ffb  http,negative
316,pesan tulus uskup agung jakarta mas pram  juang sejahtera masyarakat jakarta  jakartamenyala pramdoelmenang http,positive
317,mantap mas pram bang doel gratis transportasi publik utk  kategori jakartamenyala http,neutral
318,inshaallah amanah selesai banjir kali sunter prioritas langsung hidup warga bismillah jakartamenyala http,positive
319,pimpin semenjak muda semenjak kuliah itb bandung pramonoanung itb anakitbpastipilihpram aktivismahasiswa masprambangdoel jakartamenyala http,positive
320,gimana kendara jakarta gak bayar mas user bang user tawar program transportasi publik gratis untuk  kategori lansia pegang kartu pra sejahtera huni rusun sederhana dll jakartamenyala http,neutral
321,temu uskup agung jakarta pramono harap tangan senjang http jakartamenyala kagakribetdah pramonoanungranokarno sidoelanakbetawi anakjakarta pakarlebihpaham  http,positive
322,user ramai jakartamenyala,negative
323,dukung dukung mas pram bang doel tuju pimpin jakarta jakarta mahasiswa kristen jakarta deklarasi dukung paslon  jakartamenyala prakaruntukjakarta http,positive
324,sholat jumat mas user bersilahturahmi jajar urus masjid istiqlal lanjut uskup agung jakarta gereja katedral terowongan silahturahmi jakartamenyala prakaruntukjakarta  muh ahmed al kaf http,neutral
325,the best part of mas user pimpin adil bg sluruh agama tdk populer tp kenal o warga jakarta sbg gubernur yg letak dlm hidup demokrasi nyala mas pram ga pilih mas pram bang doel rugi yuk jakartamenyala http,positive
326,ayo rame hadir yaa dialog diaspora ntt mas pram bang doel besok sore sabtu  oktober  jam  selesai tempat rumah rawan diponegoro  jakarta lupa jakartamenyala prakaruntukjakarta http,neutral
327,latih masyarakat jakarta saing pasar kerja negeri jakartamenyala http,neutral
328,user ga bahas orang yg ga masuk pilkada pilih no yg aj jakartamenyala http,negative
329,komitmen pramono cepat naturalisasi kesan jakartamenyala pramono anung fokus naturaliasi lahan atas banjir cipinang melayu http,negative
330,jumat berkah silaturahmi berkah mas pram salam syekh ahmad alhudzaifi jakarta butuh pimpin ulama masyarakat yuk dukung pramono anung bang doel jakartamenyala pramonorano pramdoelmenang http,positive
331,jumat berkah ulama mas pram temu syekh ahmad alhudzaifi kh nasarudin umar wujud jakarta sejuk pramono rano jakartamenyala pramonorano pramdoelmenang http,positive
332,alhamdulilah mas pram temu imam masjid nabawi syekh ahmad alhudzaifi jumat berkah mari dukung pimpin utama silaturahmi jakartamenyala pramonorano pramdoelmenang http,positive
333,milik visi pramono anung atas senjang jakarta jakartamenyala temu uskup agung jakarta pramono anung harap atas senjang http,positive
334,temu berkah mas pram temu imam masjid nabawi syekh alhudzaifi imam istiqlal kh nasarudin umar jakarta butuh pimpin ulama dukung pram doel jakartamenyala pramonorano pramdoelmenang http,positive
335,alhamdulillah jumat penuh berkah mas pram salam imam masjid nabawi syekh ahmad alhudzaifi moga bawa berkah jakarta dukung pramono anung rano karno jakartamenyala pramonorano pramdoelmenang http,positive
336,user akan warga selatan dukung gw selatan dukung pramono  dul jakartamenyala,positive
337,pramono anung contoh pimpin bicara tindak nyata lapang jakartamenyala kampanye pilkada jakarta pramonorano temu warga http,positive
338,strategi pramono benah bantaran kali sunter peduli lingkung jakartamenyala strategi pramono anung atas banjir cipinang melayu http,neutral
339,jakarta nyala mantul pilih pram doel jakartamenyala http,positive
340,mas pram siang hadir acara ngopi bareng mas pram deloret cafe amp resto antasari jaksel sejuml komunitas lintas profesi agama amp ormas hadir dlm temu diskusi ttg tantang selesai isu jkt didik amp sejahtera msyrkt jakartamenyala http,positive
341,bestari barus penting masyarakat utama jakartamenyala semangat pramono bestari barus pakai baju nasdem http,neutral
342,belanja kali sunter dengar keluh kesah warga masalah selesai banjir inshaallah amanah selesai prioritas langsung hidup warga bismillah jakartamenyala http,positive
343,pasang mas pram amp bang doel pas banget pimpin jakarta era digital jakartamenyala pramdoelmenang http,neutral
344,user user moga moga jakartamenyala ,positive
345,enak warga dk jakarta kalo mas pram amp bang rano pimpin jakarta pramdoelmenang jakartamenyala http,positive
346,user user user user user user user user user user user mantul jakartamenyala prakaruntukjakarta,negative
347,fix no more drama  mas pram bang doel nyiapin program jakarta gerak yg warga jkt amp neng bgt transportasi publik dibandingin kendara pribadi upgrade juml armada rute amp fasilitas transprtasi publik lbh byk amp nymn jakartamenyala http,positive
348, mas pram user amp bang doel user nyala jakartamenyala  prakaruntukjakarta pramdoelmenang ngik http,neutral
349,kalo cerita sih pilgub dki jakarta potensi putar pramono anung  rano karno auto nyala yuk gaskeun biar pram bang doel nyala jakartamenyala prakaruntukjakarta http,positive
350,adem lihat kalang adil agama pramono anung sholat masjid istiqlal silaturahmi jajar urus masjid istiqlal jajar kardinandi uskup indonesia jakartamenyala prakaruntukjakarta http,neutral
351,tenang tenang smua perhati mas pram bang doel codet tahan betawi harap maju sejahtera masy perhati budaya kembang infrastruktur jg bangun mantab yak mas pram bang doel serius bikin jakartamenyala http,positive
352,mantap wfa terobos mas pram bang doel nih kagak ribet dahhh jakartamenyala http,positive
353,percaya mas pram amp bang doel selesai persoalanpersoalan jakarta krusial masalah senjang prioritas benah jakartamenyala pramdoelmenang http,positive
354,mas pram bang doel tawar program efisien efektif produktif kurang macet kerja kantor kerja mana jakartamenyala pramdoelmenang http,neutral
355,pramono bicara politik agama identitas pilkada user politik agama politik identitas kampanye pilih gubernur jakarta  user jakartamenyala prakaruntukjakarta http,neutral
356,calon gubernur pramono anung hadir temu komunitas gera mahasiswa kristen indonesia gmki medan yayasan komunikasi indonesia matraman kota jakarta timur jumat  pramdoelmenang jakartamenyala http,neutral
357,sambut hangat warga condet bang doel rawat budaya condet batu ampar lanjut bangun bantaran kali ciliwung jakartamenyala prakaruntukjakarta http,positive
358,hasil debat pilkada jakarta  rksuswono sentimen negatif tinggi  mas prambang doel sentimen positif tinggi masyarakat pinter nilai yg layak pimpin jakarta jakartamenyala http,positive
359,hadir ya gaess acara dialog diaspora ntt mas pram bang doel sabtu  oktober   sampe beres pokok mah rumah rawan diponegoro  jakartamenyala prakaruntukjakarta http,neutral
360,mas pram siang hadir temu dgn komunitas gera mahasiswa kristen indonesia gmki medan yayasan komunikasi indonesia matraman jaktim temu isi dgn diskusi jakarta hadir jg anggota senior gmki medan sejabodetabek jakartamenyala http,neutral
361,blusukan u belanja bahas agama krn mas user calon gubernur calon tokoh agama hebat mas pram sll dengar amp diskus ttg masy amp bgmn cari solusi keren jakartamenyala bareng mas pram bang doel http,neutral
362,user bener banget dah pramdoelmenang pokok jakartamenyala ,negative
363,gaes lupa besok sore acara dialog diaspora ntt user user rumah rawan diponegoro   wib tunggu datang nya jakartamenyala prakaruntukjakarta http,neutral
364,terobos paslon  pramono anung  rano karno jamin aman nyaman warga jakarta cctv pasang rt rw wifi gratis mana jakartamenyala prakaruntukjakarta http,positive
365,hadir ya gaess acara dialog diaspora ntt mas pram bang doel sabtu  oktober   sampe beres pokok mah rumah rawan diponegoro  jakartamenyala prakaruntukjakarta http,neutral
366,calon gubernur jakartamenyala mas pramono kunjung kawasan cipinang melayu jakarta timur jumat  tinjau kali sunter masalah banjir kerap landa kawasan pramono sapa warga dialog warga http,neutral
367,mantap jakartamenyala padoelutkjakarta,positive
368,lihat optimisme mas pram atas macet jakarta yg sdh presiden periode macet mudah atas presiden insyaallah mas pram gubernur ga drama macet lg jakarta jakartamenyala http,negative
369,aku bhw gaya bahasa user enak amp mudah erti sy sungguh jatuh cinta dgn gaya kampanye beliau masalah warga it selesai ud jk warga keluh cagubnya bkn mobil curhat aya wae jakartamenyala http,positive
370,ramai  dialog diaspora ntt mas pram amp bang doel sabtu  okt pkl  rumah rawan diponegoro  jakartamenyala prakaruntukjakarta http,neutral
371,ayo dukung baik layan transportasi jakarta biar ngga drama macet jadi jakartamenyala prakaruntukjakarta http,negative
372,mas pram sambang kantor majelis ulama indonesia mui temu pramono ketua kh muhammad faiz urus mui jakarta tuju ut dengar amp tukar pikir calon pimpin amp tokoh agama baik jkt jakartamenyala prakaruntukjakarta http,neutral
373,allhamdulillah mas pram sempat salam dgn imam masjid nabawi madinah syekh ahmad bin ali alhudzaifi tengah duta saudi arabia u indonesia he mr faisal bin abdullah h amodi jakartamenyala http,positive
374,user hadir pentas drama musikal polarisasi taman ismail marzuki pramono puji drama musikal karya andovi jovial da lopez turut drama musikal polarisasi kontekstual benarbenar politik praktis tanah air jakartamenyala http,negative
375,kite ramekeun yuuuk emak emak jakarta nyala mas user bang doel jakartamenyala gerak elektabilitas lampau batas http,neutral
376,biar rada relax dikit puterin playlist jakarta aja biar nyala sambut weekend jakartamenyala http,neutral
377,momen ngopi bareng mas pram deloret cafe amp resto jaksel dgn komunitas lintas profesi agama amp organisasi masyarakat bicara tantang selesai isu jakarta didik amp sejahtera masyarakat jakartamenyala http,positive
378,kampung rawa bahagia makan gratis bareng waroeng  mas user bang doel user jakartamenyala http,positive
379,pramono anung pinangsia blusukan dengar aspirasi warga bukti komitmen mas pram jakarta pilih pimpin nyata turun lapang jakartamenyala pramonorano pramdoelmenang http,positive
380,mas pram siang temu dgn ignatius suharyo jajar urus gereja katedral indonesia jakartamenyala http,neutral
381,mas pram turun langsung lapang dengar langsung keluh warga pinangsia dukung calon pimpin peduli jakartamenyala pramonorano pramdoelmenang http,positive
382,mas pram blusukan pinangsia aspirasi warga prioritas utama pramono anung rano karno wujud jakarta jakartamenyala pramonorano pramdoelmenang http,positive
383,pramono anung sapa warga pinangsia mas pram hadir dengar suara rakyat taman sari pilih pramono anung rano karno jakarta warga jakartamenyala pramonorano pramdoelmenang http,negative
384,mas pram sapa warga pinangsia blusukan dengar langsung aspirasi warga ayo dukung pimpin turun lapang jakartamenyala pramonorano pramdoelmenang http,positive
385,eh seru lho jakartamenyala,positive
386,calon gubernur pramono anung kunjung kawasan cipinang melayu tinjau kali sunter masalah banjir kerap landa kawasan mas user uga sapa warga dialog warga jakartamenyala prakaruntukjakarta http,neutral
387,lupa sampe tinggal besok sabtu  oktober   saksi rumah rawan diponegoro  utk dialog user amp bang doel bahas sol jakarta amp langkah ap utk wujud jakartamenyala bersma pram amp bang doel http,neutral
388,cagub pramono anung hadir temu komunitas gera mahasiswa kristen indonesia gmki medan yayasan komunikasi indonesia matraman kota jakarta timur jumat  temu isi diskusi tema jakarta jakartamenyala http,neutral
389,cagub pramono anung kunjung kawasan cipinang melayu jakarta timur jumat  tinjau kali sunter masalah banjir kerap landa kawasan pramono sapa warga dialog dgn warga jakartamenyala prakaruntukjakarta http,neutral
390,mamak lulus itb lhat dukung penuh keluarga itb senang itb nyala jakartamenyala http,positive
391,user deh gmn sekolah minggu ibadah aja suseh  dah lag yg aja jakartamenyala  kagapakeribet ,neutral
392,banding pasang cagub amp cawagub mas pram amp bang doel alas kuat pilih jakartamenyala http,positive
393,kali mas pram calon gubernur daerah khusus jakarta belanja kawasan cipinang melayu jakarta timur mas pram sapa warga kena banjir beliau dialog warga jakartamenyala prakaruntukjakarta http,neutral
